"id","nom","zone","revenu_annuel","type_acces","connexion_internet","frequence_acces","outil_numerique","frequence_utilisation","objectif_utilisation","impact","satisfaction","filiere","pays"
288,"Producteur 88","Ouest",1542906.14,"Tablette","3G","Quotidienne","Plateforme de commercialisation","Mensuelle","Vente","Amélioration des rendements","Élevée","Cacao","Côte d'Ivoire"
289,"Producteur 89","Est",8930446.16,"Smartphone","2G","Quotidienne","Application de gestion des cultures","Quotidienne","Gestion des cultures","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
290,"Producteur 90","Centre-Ouest",17226532.71,"Smartphone","2G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
291,"Producteur 91","Ouest",7279289.87,"Smartphone","2G","Mensuelle","Plateforme de commercialisation","Hebdomadaire","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
292,"Producteur 92","Centre-Ouest",9444293.8,"Tablette","2G","Mensuelle","Plateforme de commercialisation","Mensuelle","Suivi de la qualité","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
293,"Producteur 93","Centre-Ouest",8856181.48,"Ordinateur","4G","Mensuelle","Application de gestion des cultures","Hebdomadaire","Suivi de la qualité","Accès facilité aux informations","Élevée","Cacao","Côte d'Ivoire"
294,"Producteur 94","Est",7683264.9,"Smartphone","3G","Hebdomadaire","Application de gestion des cultures","Mensuelle","Gestion des cultures","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
295,"Producteur 95","Centre-Ouest",18629155.31,"Smartphone","3G","Mensuelle","Plateforme de commercialisation","Mensuelle","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
296,"Producteur 96","Ouest",18671036.57,"Tablette","2G","Mensuelle","Application de gestion des cultures","Mensuelle","Vente","Amélioration des rendements","Faible","Cacao","Côte d'Ivoire"
297,"Producteur 97","Centre-Ouest",6325000.04,"Smartphone","Wi-Fi","Quotidienne","Application de gestion des cultures","Hebdomadaire","Gestion des cultures","Réduction des coûts","Moyenne","Cacao","Côte d'Ivoire"
298,"Producteur 98","Ouest",14856889.04,"Smartphone","3G","Quotidienne","Plateforme de commercialisation","Mensuelle","Gestion des cultures","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
299,"Producteur 99","Ouest",5118913.09,"Smartphone","Wi-Fi","Hebdomadaire","Plateforme de commercialisation","Hebdomadaire","Vente","Accès facilité aux informations","Moyenne","Cacao","Côte d'Ivoire"
300,"Producteur 100","Centre-Ouest",18864707.77,"Smartphone","3G","Quotidienne","Application de gestion des cultures","Mensuelle","Suivi de la qualité","Réduction des coûts","Élevée","Cacao","Côte d'Ivoire"
